Data Type,Index,Index.1,Index.2,Index.3,Index.4,Index.5,Index.6,Index.7,Index.8,Index.9,USD,USD.1,USD.2,USD.3,USD.4,USD.5,USD.6,USD.7,USD.8,USD.9,USD.10,USD.11,USD.12,USD.13,USD.14,USD.15,USD.16,USD.17,USD.18,USD.19,USD.20,USD.21,USD.22,USD.23,USD.24,USD.25,USD.26,USD.27,USD.28,USD.29,USD.30,USD.31,USD.32,USD.33,USD.34,USD.35,USD.36,USD.37,USD.38,USD.39,USD.40,USD.41,USD.42,USD.43,USD.44,USD.45,USD.46,USD.47,USD.48,USD.49,USD.50,USD.51,USD.52
2005M6,99.95691707229376,99.68835120151189,101.60667184670524,101.2448953716947,104.94620477976167,97.75069104149838,99.60113697407581,96.41409212467316,100.11403742360821,101.09676896085915,1731.94318181818,500.062782521346,93.4435281482598,120.325,54.6428571428571,1538.62995911765,119.9825,62.9165,678.42,3529.72727272727,53.9863636363636,682.061931818182,727.272727272727,65.6022727272727,28.11,159.8254496,982.65,179.023,203.120057554,97.5615928571429,5.51,6.55,7.18454545555556,16113.1818181818,53.89,54.31,50.98,56.39,5371.33150909091,934.694375696,369.641148325359,67.466,74.4807692307693,287.045454545455,66.2387770132194,4.1848998459168,657.342657343,327.317,10.471945,241.215777663727,529.740123,254.742401931818,30.244012856060134,9.03318181818182,21.0404545454545,1152,223.41,7604.36363636364,29,122.47332166666662,553.31546,684.60064,1273.11818181818
2005M7,103.03482954619315,99.74428736896473,101.8709798799666,102.25012155090486,98.37115005726845,97.59615464595379,99.4172192384319,96.28077821753543,104.95991087315349,105.71254585691786,1783.2619047619,403.841094448829,96.8053386851054,122.6,54.5357142857143,1488.31593213842,108.4515,60.572,652.96,3608.47619047619,54.9725,656.460714285714,713.333333333333,66.2565,28.11,154.42207674,857.523809523809,182.644,205.527875792,105.595392767857,6.13,7.06,7.6455,14587.5952380952,56.37,57.58,52.85,58.67,5239.17366066667,748.688806543,369.601601199205,67.5178947368421,74.75,278.714285714286,77.1318156298498,4.37689969604863,657.342657343,298.102,10.471945,238.79921064185,546.9111065,253.3478115,29.108802817114366,9.5975,20.687,1152,201.38,7180.92857142857,29.2777777777778,132.7846125396825,563.56875,692.062425,1196.85714285714
2005M8,109.14633842837209,100.49397887456959,100.31386116593679,100.63333256139701,97.3648434160185,100.67591243661785,101.42252598666092,100.13662466565084,114.20826892919958,115.97448675829382,1871.27272727273,399.171270718232,98.0039678806298,120,52.6339285714286,1482.2308362734,108.426086956522,55.6026086956522,701.2,3791.90909090909,54.0659090909091,784.543391304348,700,66.2172727272727,28.11,154.21853547,887.420454545455,184.316,211.944353854,98.6382632562969,6.13,7.22,9.52478260833333,14962,61.87,64.09,56.63,64.96,5590.12656308696,757.396829692,360.302574179164,69.6614285714286,74.7678571428571,283.478260869565,73.4179930022123,4.33695652173913,664.335664336,334.241,10.4434110899183,217.60104525187,504.877150608696,230.426931684783,29.82006774616281,9.87521739130434,20.4886956521739,1152,211.83,7228.13636363636,29.65,131.55830217391306,531.8653,668.84171,1300.75
2005M9,109.30971993262673,100.06778541825909,99.55343686769596,100.11645498320739,94.35625665136726,100.58731936441363,101.53939123141622,99.89962662842376,114.71657223852384,115.57631443346018,1837.69318181818,585.321446509292,97.8922514687879,120.3,48.4821428571429,1504.1559980323,98.1742857142857,50.0714285714286,708.89,3850.65909090909,54.9452380952381,783.286345454545,700,65.682,28.11,155.1284029,932.772727272727,185.036,216.80451654,96.9934379464286,6.13,7.71,12.416,14154.5454545455,61.65,62.98,56.54,65.54,5669.45965890909,749.028740451,369.984515891257,67.4535,75.1875,287.409090909091,77.3950560688587,4.17896389324961,671.328671329,331.084,9.92079,193.571115137476,496.879355238095,212.01552325,30.070625428336033,10.8104761904762,20.8133333333333,1152,224.41,6770.58181818182,30.43125,137.21134952380953,517.851645454546,647.402336363636,1396.66363636364
2005M10,106.77342599396732,101.02715794053476,99.74855907435769,100.31660037991082,94.5050101477006,102.31864697801,101.55463716658893,102.87050027370005,110.13519215090169,109.0228460427096,1934.14285714286,489.344909234412,98.5255883300402,116.5,45.4910714285714,1453.83030526272,106.089523809524,50.837619047619,774.26,4056.16666666667,58.2380952380952,817.103995238095,700,65.3309523809524,28.11,150.35439029,999.404761904762,181.807,211.270564711,101.49969247449,6.96,8.01,13.633809525,12431.119047619,58.19,58.52,53.67,62.36,5652.39364557143,815.135784498,382.817363253686,64.8757142857143,74.3846153846154,290.714285714286,77.9915426515993,4.08128834355828,671.328671329,331.637,10.031021,186.57931197119,523.29280247619,211.16691875,29.327345695252088,11.6128571428571,21.7204761904762,1152,211.57,6415.47619047619,32.75,142.9416118253968,500.83357,622.57091,1483.21904761905
2005M11,102.84347055928725,101.36528476260301,98.02732889843989,98.39414191901042,94.64130397121497,104.73689216831924,101.09634626996831,107.36650139857142,103.70826053057756,103.18356565414918,2056.97045454545,471.49673530889,98.7598181108001,117.25,40.78125,1428.77721016778,108.814,54.7175,780.89,4278.15909090909,56.8295454545455,823.435177272727,700,65.9,28.11,148.23329484,1017.84090909091,181.242,205.472027512,95.969864375,6.96,8.11,10.3005,12235.0454545455,54.98,55.53,51.31,58.28,5727.45372072727,879.533583672,375.965915905651,59.8847619047619,72.6923076923077,278.954545454545,73.5813225831793,3.92469879518072,685.314685315,333.104,10.4168295,192.152903356818,490.056963,210.700066977273,28.855250608020675,11.808,21.6365,1152,194.77,6173.71818181818,33.5555555555556,136.35240666666667,481.512790909091,593.6913,1610.65
2005M12,105.96762491073798,105.045831737299,100.74913014927867,101.15035011505287,97.04549715582921,109.3858504445128,100.66945587797366,115.68180502019163,106.5069058954302,105.83099214039589,2250.9,568.181818181818,103.013908233165,115.5,40.9553571428572,1511.32022811141,103.03,59.008,769.72,4577.025,56.5255,855.241545454545,700,65.9128571428572,28.11,148.56972653,1120.15,186.742,210.523371612,102.661992134354,6.96,7.09,13.0490476194444,13490.45,56.47,56.75,53.13,59.41,5296.38340454545,849.42023996,368.903885256657,60.703,71.2083333333333,277.272727272727,77.2611397456245,4.13075780089153,685.314685315,319.357,10.471945,209.580874639857,466.004177047619,216.542872,29.022818143881327,13.9271428571429,21.7438095238095,1152,201.86,6762.5,35.53125,139.9349141666667,479.732357142857,583.243785714286,1819.355
2006M1,113.12095284882778,108.65425756598741,102.36732423439067,101.73004705404438,108.24998460137502,115.004572502033,102.0929233282901,124.33080894927349,115.73412454488557,117.10132025160662,2383.30238095238,624.68608739327,103.60208371588,113.625,46.2723214285714,1576.22980089527,124.3585,66.445,784.24,4743.8619047619,59.005,910.330090909091,710.454545454546,65.596,33.45,149.23437139,1258.14285714286,186.052,221.002857878,102.696907991071,7.66,7.34,8.685,14660.8095238095,62.36,63.57,58.31,65.48,5751.18772272727,849.751096006,377.919061133427,55.8405,69.8636363636364,284.454545454545,85.9271164226118,4.03,713.286713287,308.746,10.471945,201.95996666165,482.9661034,214.0090876875,29.370579177666293,16.187,23.3795,1090.90909090909,225,7067.3619047619,36.75,144.0439218253968,496.601616666667,639.1667,2091.76666666667
2006M2,111.8145062636981,111.96348510612384,105.35288871817158,104.88753143749678,109.64856870788323,118.6407261017621,105.07412983586666,128.4400385565407,111.72734847260506,112.09210246936614,2453.375,871.546961325967,101.134038677782,114.75,51.1071428571429,1546.36849182243,118.517222222222,65.4588888888889,791.92,4974.975,60.75,909.0406,720,66.1005882352941,33.45,146.34696007,1267.4375,183.812,222.5387928,106.920961983083,7.66,7.89,7.52526315833333,14974.5,59.71,59.92,57.58,61.62,5820.512175,821.457597489,390.633430547115,58.4322222222222,69.1818181818182,296.4,94.3571302898943,4.00444444444444,713.286713287,324.526,10.471945,198.433440715421,497.640750315789,214.365646618421,29.068780173000334,18.0526315789474,24.1347368421053,715.3,278.9,7788.865,37.6875,158.87768078947366,520.7552,709.726811111111,2219.745
2006M3,113.30355151532784,112.72209064491618,105.86966908122686,105.88268387136844,105.74953047825832,119.64359477241833,105.03786445568898,130.1934860051708,113.64372629616909,114.31632998521911,2432.47826086957,880.674993994715,100.37584468833,111.9,53.3035714285715,1545.05127637864,112.20347826087,62.9191304347826,784.54,5123.67391304348,58.6152173913043,906.583826086956,720,66.8586956521739,33.45,140.50878442,1193.89130434783,193.493,225.157830858,104.893922767857,7.66,7.91,6.88,14925.4782608696,60.93,62.25,57.65,62.89,5744.85252173913,808.86459758,383.357839784371,58.6809090909091,68.2857142857143,297.739130434783,95.0212627448757,4.61897590361446,713.286713287,317.784,10.471945,192.434798778783,515.900250608696,212.714071956522,28.99021886252309,17.0821739130435,23.06,693.869565217391,259.74,7949.02173913044,39.77,155.79314666666664,528.707,698.74976,2427.65652173913
2006M4,123.21291500968685,119.1149752119629,107.98657749772289,108.31790212640355,104.92814339423494,130.3555636660869,105.37641899442909,148.39829440659204,125.61035195433365,127.60141845232187,2623.85833333333,669.889502762431,102.12456177219,112.575,56.6517857142857,1552.34094844902,114.708823529412,64.4576470588235,830.28,6404.44444444444,57.1763157894737,918.2368,720,67.5927777777778,33.45,141.22230036,1170.55555555556,205.166,229.390442841,107.822286889098,8.14,7.81,7.16842105277778,18028.8888888889,68,70.44,64.06,69.54,5583.08288,800.334040794,386.413287706215,55.9635,67.5208333333333,298.5,98.5875864320523,5.43103448275862,720.27972028,309.133,10.471945,190.554815668158,518.433797894737,208.902438592105,29.37487585400802,17.4626315789474,23.5857894736842,673.25,230.45,8859.65555555556,41.1,159.54100066666666,515.456116666667,697.69605,3068.33888888889
2006M5,127.60072581202031,129.35459019427728,114.76713218713347,115.86834070039433,104.60195465288436,144.08911139496192,109.40485912015586,169.14195579600067,126.57465430451352,128.84505976092615,2852.07142857143,946.132596685083,107.475568113128,112.5,56.3571428571429,1594.29627918758,107.963636363636,63.9659090909091,880.61,8059.19047619048,55.4119047619048,970.833217391304,754.782608695652,69.0422727272727,33.45,148.5154916,1167.5,193.148,244.171922705,110.566524553571,8.14,8.56,6.24633636388889,21131.3333333333,68.61,70.19,64.91,70.93,5853.97864347826,800.194136691,394.519823542927,66.225,67.8653846153846,301.260869565217,111.795422017816,6.1734860883797,759.895104895,327.645,10.471945,193.245193654909,557.357999,217.355687181818,31.088955338417428,16.9004545454545,23.4345454545455,673,238.26,8793.16666666667,42.2777777777778,176.6034233333333,521.998422222222,732.248366666667,3544.64285714286
2006M6,125.94308387379579,125.81188394022355,115.36159478309115,116.58650199221839,104.0545633773046,136.36752749811035,111.98319136826227,153.98062101511994,126.01984038643566,128.1457925506783,2490.95454545455,713.837267704671,106.882385503082,111.7,56.1160714285714,1605.78038874784,101.207272727273,64.1368181818182,888.57,7222.77272727273,56.4181818181818,958.622363636363,802.727272727273,69.4477272727273,33.45,150.16363224,963.613636363637,185.686,238.46360008,109.551429634354,8.14,8.64,6.20363636388889,20585.9090909091,68.29,68.86,65.08,70.93,5474.81228636364,665.839203767,386.182190745516,74.3795454545455,68.9807692307692,305.590909090909,123.796109817746,6.68006430868167,749.266774998,349.85,10.471945,196.261518239545,550.122837,216.503901409091,30.654277440927775,15.6890909090909,23.3222727272727,673,250.14,7858.77272727273,44.1666666666667,176.920755,515.626275,714.4923,3197.59090909091
2006M7,131.02845862067508,127.94365977631531,114.5791973881033,115.2316561963097,108.55639649314516,141.44285574989922,111.41774036215817,163.13035063871666,132.8331729603976,135.97092292239006,2511.83333333333,585.043409629045,112.098487409578,115.125,56.5178571428572,1673.20654474569,102.7715,68.659,852.1,7726.7380952381,56.725,959.070666666666,845.238095238095,68.7865,33.45,155.9484271,1053.2619047619,193.332,236.116731673,114.236715803571,8.4,8.51,6.17315789444444,26185.7142857143,72.51,73.9,69.05,74.4,5513.20598571428,734.40007406,404.024288411363,70.1,69.9038461538462,312.428571428571,114.173870349395,6.1405750798722,749.620375266,357.941,10.471945,187.2716684559,586.7816592,217.2517192125,30.668613018721288,15.857,22.304,673,263.81,8356.44047619048,46.5,181.3483668333333,522.86745,704.8455,3320.73809523809
2006M8,130.38773120357877,127.60941426643717,112.60356732656076,112.81866108952255,110.61805208518115,142.76654238029758,111.43881862249121,165.39492665465443,132.0131429953139,134.80726418677253,2461.55227272727,546.180638962287,114.530665277422,117.625,54.5758928571429,1612.94257039368,112.127826086957,75.7265217391304,900.99,7690.25,59.854347826087,1251.38167391304,893.913043478261,68.9591304347826,33.45,169.67683264,1179.31818181818,176.613,240.033794481,115.205710714286,8.4,8.37,7.13260869444444,30468.8636363636,71.81,73.61,68.78,73.04,5575.7640173913,830.836577234,434.480533607149,71.9295652173913,70.4230769230769,313.391304347826,100.373784914414,5.82692307692308,769.304123523,368.826,10.471945,175.909714444522,562.53275626087,203.84366351087,31.474579861629422,12.9795652173913,21.3869565217391,673,247.22,8436.68181818182,47.4444444444445,165.1293783333333,534.288941666667,717.563566666667,3339.96590909091
2006M9,119.16751726774552,125.15252637578331,108.00386949580168,107.98217218601472,108.20415582063836,142.47406712932724,109.42642863822418,166.34476609609672,115.66607931162265,116.62023845387638,2484.38095238095,544.922388845041,115.444588452313,117.5,50.4642857142857,1566.33607223924,109.358,77.875,850.7,7622.64285714286,58.82,1296.63007142857,931.428571428572,69.8123529411765,33.45,164.90893181,1346.52857142857,193.457,246.472826033,120.260052589286,8.4,8.83,4.897,29702.619047619,61.97,62.77,59.77,63.82,5474.17942380952,878.625462129,416.937544036895,67.907,70.6875,312.904761904762,83.7596367563085,4.7211093990755,766.66228244,355.232,10.471945,177.5933751541,534.2786339,199.307014725,31.36509966948197,12.3135,21.1615,673,229.81,8975.02380952381,52.4444444444444,164.9423196666666,521.826714285714,704.913588888889,3394.05952380952
2006M10,116.05131363115763,128.17213820265377,109.55905104538456,109.85751131303411,106.8039855232399,146.97287286078708,109.92838067689453,173.7305463791718,108.96021076931792,108.7815499514633,2657.14772727273,552.172275238574,136.597464104903,117.875,47.1964285714286,1530.17100003857,110.912727272727,76.2568181818182,838.11,7497.40909090909,57.0272727272727,1263.01479545455,940,69.6759090909091,33.45,155.77855139,1525.65909090909,182.185,245.318824198,142.1729375,8.65,7.94,5.84363636388889,32551.1363636364,57.95,58.38,56.5,58.85,5239.93445909091,1035.99630919,422.320912528619,64.32,69.6458333333333,309.636363636364,84.4400815182931,4.2972972972973,762.069543325,372.603,9.50742375,194.117021691,559.712934,217.885965579545,31.177311878526176,11.5090909090909,20.3186363636364,673,224.27,9809.5,56.0625,182.42395416666662,524.65766,690.7368,3829.60227272727
2006M11,117.34352094299126,130.25010938129478,113.36410796651288,113.55054297712728,111.6431396315665,147.30634671332663,110.03423779357263,174.2284304839903,109.79271895987635,109.22493596961361,2702.13636363636,602.71220492215,148.147875583964,121.25,49.2857142857143,1582.54181245102,123.5705,79.6655,894.68,7029.29545454546,57.4,1262.58713636364,947.727272727272,71.5822222222222,33.45,158.17297063,1626.02272727273,179.936,256.021066109,164.081796116071,8.65,7.5,7.41,31891.5909090909,58.13,58.48,56.82,59.13,5060.34481363636,931.116786498,476.743036489659,62.1204761904762,69,300.590909090909,75.2555146217288,4.309375,776.98578452,349.971,9.590097,214.226329446286,623.613510666667,244.00003925,31.788173775154817,11.732,19.7565,673,213.23,10038.4090909091,61.4444444444444,179.60972333333336,640.01898,790.3351,4378.61363636364
2006M12,120.94933692227139,132.35077799158597,114.4807524827815,114.15609139614436,117.4776759031754,150.40095983871146,113.52091802574851,177.0398489150402,114.27909836557778,114.5185119788302,2823.67105263158,656.406208892397,150.967578738806,121.2,53.3035714285714,1702.15624793705,129.95,77.75,919.08,6680.97368421053,59.4263157894737,1285.01728571429,960,73.7115,33.45,162.78205427,1709.15789473684,171.153,268.46107522,160.656761473214,8.65,7.29,6.7295,34400.5263157895,61,62.31,58.67,62,4760.48281428571,792.801866126,528.238182123945,60.5865,69.3541666666667,309.285714285714,79.2541278594934,4.50567260940032,798.177414381,367.03,9.50742375,205.691290446,628.6143237,243.307595475,32.65519445289294,11.6965,19.589,673,239.57,11125.9473684211,66.5714285714286,177.55939492063493,644.20736,790.6884,4381.44736842105
2007M1,112.9878935266271,131.15444643397265,114.62749650310647,114.29392405749768,117.7066800449284,147.8480125110606,116.10347739992552,170.7774645408009,102.35982985396399,100.51876240786795,2799.05909090909,640.163343742493,152.132686233564,119.25,54.9508928571429,1701.92811052628,124.4645,80.551,915.02,5689.34090909091,59.052380952381,1258.72823913043,996.956521739131,75.8790909090909,36.63,159.31934033,1664.34090909091,167.762,262.273552543,165.103038674812,8.39,7.66,6.52904761944444,36821.5909090909,53.4,54.3,52.01,54.24,4490.57774782609,797.086320025,550.78450381921,59.5427272727273,71.3333333333333,313.478260869565,95.6478087765642,4.46,796.352511848,355.069,9.810559,221.790284673476,635.602444190476,255.8673795,32.58051048170742,10.9035,19.9145,673,249.7,11331.4545454545,72,168.31794434782606,715.51084,893.65544,3784.86363636364
2007M2,118.50796331785024,134.4061817795366,118.1826285977034,118.28985136577434,117.19286284486924,150.79329241876448,118.65584716012502,174.00654808108786,109.20695398743453,108.08257134194476,2839.05,658.839779005525,151.031916885133,118.375,56.6785714285715,1811.15204788049,122.344736842105,80.9684210526316,864.93,5718.15,57.8921052631579,1252.3904,1000,77.7025,36.63,155.38055808,1775.075,165.124,262.561245745,177.348625328947,8.39,7.17,8.00473684166667,41078.25,57.58,57.76,55.68,59.25,4567.0909,841.816423245,553.752509442535,65.6765,73.7727272727273,316.05,104.956782220784,4.62358642972536,795.356740978,369.657,9.92079,244.103938780263,664.878582210526,278.038610960526,32.53918169117581,10.5715789473684,20.7257894736842,673,212.5,12890.2,76.25,173.65056866666674,706.964954545454,875.615709090909,3321.375
2007M3,122.41429404452565,136.64763096940175,117.8477762510318,117.93226874246915,117.06783206659355,155.63701608241846,116.69758112829047,183.7634291081578,114.08729817009733,113.84507882561059,2757.07954545455,646.65996986439,157.057788347874,118.4,59.3357142857143,1924.20251093462,116.6145,78.875,854.86,6465.29545454545,58.4113636363637,1268.87468181818,1000,77.65,36.63,154.24217332,1908.97727272727,151.266,269.659704213,169.522342729592,8.39,7.36,7.11,46125.2272727273,60.6,62.14,59.05,60.6,4749.4647,811.340802892,566.388111256959,61.5345454545455,76.3653846153846,326.181818181818,103.239453512262,4.70032573289902,791.454944916,343.568,9.8987438,239.532247663,679.52401,276.959814170455,32.38021550199127,10.3668181818182,20.8272727272727,673,203.27,13787.25,89.4444444444445,173.31319499999995,724.7548125,914.0159125,3256.18181818182
2007M4,129.0327882418567,142.58705535962312,118.48697246051945,118.40224554654174,119.26908058276963,166.93010280772512,118.44661132628096,201.9503004028742,121.10307176242172,122.28369321178172,2817.05263157895,647.198105761642,157.11700365884,117.625,60.1285714285714,2034.25429514988,114.5895,81.644,835.79,7753.34210526316,57.1775,1289.38083333333,1000,77.8690476190476,36.63,157.17977703,1984.15789473684,163.044,266.042992962,152.581356517857,7.83,7.72,7.5992,49956.5789473684,65.1,67.4,63.84,63.94,4875.66857142857,855.839671409,645.407320616037,65.4204761904762,78.0961538461539,322.285714285714,106.749620460686,4.77666666666667,808.809808649,353.725,10.031021,221.74645467615,714.1094873,270.3922953375,33.08989224064871,9.594,20.906,673,192.05,13952.8421052632,110.428571428571,178.55584816666664,742.551883333333,940.3694,3566.85526315789
2007M5,129.951029096142,144.40835787996303,120.03539542882682,120.08915589263634,119.53913640760885,169.0270359103563,118.70126349171247,205.37793474989084,121.49299021365562,122.51754922625075,2804.60476190476,691.808791736728,161.689434202992,116.625,60,2011.12960949481,112.52,86.2757142857143,858.9,7677.95238095238,55.5738095238095,1266.92434782609,1013.04347826087,76.8125,36.63,157.32157145,2106,158.715,261.945345366,156.444273071429,7.83,8.21,7.64056363611111,51783.3333333333,65.1,67.48,64.54,63.45,4733.69455652174,886.839832328,740.633378540748,73.5085714285714,79.5175,320.608695652174,108.600660458735,4.43023255813954,806.212675646,362.249,10.031021,227.672380068591,756.064408,283.206243170454,32.98396602313009,9.08636363636364,21.0109090909091,673,190.04,14162.1428571429,119.111111111111,176.4574652898551,788.2532,989.08143,3847.52380952381
2007M6,133.05720126706743,143.85277603579516,125.0476804709764,125.07190040197395,124.82410800900136,162.8474548307592,115.0730825896591,197.35544723695497,126.74141551452436,128.08138231286298,2681.30952380952,778.742436201,184.448762930341,119,66,2013.04217450935,118.6705,94.7625,903.5,7514.2380952381,60.4394736842105,1254.15454761905,1095.2380952381,73.255,36.63,159.2448816,2436.64285714286,148.601,257.9107862,164.504457638889,7.83,8.48,7.34714285833333,41551.6666666667,68.19,71.32,65.76,67.49,4533.83693809524,935.342914316,748.433449407123,74.0647619047619,80.75,326.285714285714,102.861281925318,4.22462562396007,807.062129163,339.558,10.031021,249.159099770333,782.923551142857,302.8293275,33.01905750953302,9.26047619047619,21.3238095238095,673,202.05,14078.8333333333,136.222222222222,206.51690365079364,787.582175,987.7324,3628.65476190476
2007M7,138.29468587575155,143.6432505335661,127.04777153882446,126.94753607276114,127.9730380033419,160.40603654904504,110.3888568914464,196.53403519847316,135.16559000211316,138.11593686681383,2738.09090909091,735.18332496233,177.907705305571,117.5,72.1178571428572,2151.66585189595,116.800952380952,93.4666666666666,939.4,7980.93181818182,67.805,1212.95009090909,1159.09090909091,67.6695,36.63,165.7232738,3072.43181818182,146.322,263.050156339,147.133520864662,7.79,8.22,6.22285714166667,33400.2272727273,73.67,77.2,69.46,74.14,4426.95375454546,1142.48400658,764.470315506677,70.8123809523809,81.1666666666667,332.545454545455,95.296388389273,4.35405872193437,826.408534637,309.027,10.031021,252.565766628381,819.15280647619,313.476252,33.81069957222065,9.89571428571428,21.1180952380952,673,211.91,14732.7272727273,131.5,222.00173460317455,761.63515,936.339275,3546.29545454545
2007M8,133.16768282980956,138.57266551428955,128.47463882034418,129.17836044737015,121.97863448758864,148.77249528135042,105.61968478938385,179.9422791405239,130.00558045335558,131.63311588822657,2512.60227272727,696.012490992073,158.883357085981,118.4,74.3035714285714,1902.09189193206,123.627272727273,88.4004545454545,1006.75,7500.20454545455,66.6181818181818,1148.0497173913,1200,67.0909090909091,36.63,164.30650793,3115.19318181818,149.869,270.933563734,151.008417410714,7.79,8.61,6.21866086944445,27649.6363636364,70.13,70.8,67.21,72.38,4318.66683913043,1231.12627922,729.564457324347,70.3573913043478,81.2678571428571,331.478260869565,96.7972310527978,4.73333333333333,816.7353319,248.861,10.031021,251.830207756304,797.085153652174,309.00652923913,33.414131943472064,9.61304347826087,21.8017391304348,673,210.39,15046.9772727273,109.6,240.6869921739131,732.829027272727,914.110009090909,3244.17045454545
2007M9,140.7490160777725,141.25494203131262,133.98011207431742,134.6979793841813,127.35352994847476,148.60311305468272,112.2746868816786,174.84356364983634,140.45303184370775,144.04823241321856,2394.9625,666.436464088398,184.655657962729,118.25,73.3285714285714,1944.00742846892,128.035263157895,93.6063157894737,1078.89,7671.35,68.2078947368421,1109.22305,1200,68.2677777777778,36.63,163.76181942,3228.025,161.273,274.960053675,160.052511184211,7.79,8.55,6.06894736944444,29548.4,76.91,77.13,73.25,79.91,4384.62363,1032.22037317,745.179984869138,63.1516666666667,81.5454545454545,330,98.909046854983,4.57978723404255,819.621035237,316.406,10.031021,288.776555027632,852.712206210526,347.561559118421,33.532803514891455,9.85105263157895,21.0047368421053,673,231.25,14989.05,85,290.2749666666667,765.240985714286,943.0778,2887.6
2007M10,147.90429454109835,143.41572726352163,135.85841750342607,136.58710048016025,129.13199672526264,151.04922590500777,111.16346152453319,179.8591838341386,150.53026211284552,153.84011401116626,2444.53260869565,659.980783089118,197.107266403113,115.875,80.1535714285714,1916.66995096912,134.57,97.45,1093.15,8020.58695652174,68.9326086956522,1054.00017391304,1282.60869565217,66.7582608695652,36.63,167.72243155,3722.60869565217,143.398,271.682013591,164.092707958075,8.56,9.16,6.735652175,31156,82.15,83.04,77.14,85.9,4458.76155652174,974.507336649,824.068960832286,56.6947826086956,79.75,335.304347826087,106.958031556553,4.47504621072089,812.950998605,295.233,10.031021,300.427758553696,879.883012608696,358.402842456522,33.97595032447669,9.99478260869565,20.2791304347826,673,224.3,16068.347826087,77.5,303.6304907246377,807.450911111111,1080.63878181818,2979.98913043478
2007M11,157.84288041052486,142.73878379527997,137.5423242115676,138.74229158312784,126.46551067414211,147.98763139211374,113.67458160119835,172.77235186196577,166.67930091163,171.38079422070817,2507.15227272727,653.566047212456,187.60857281633,117.66,90.6428571428572,1967.30875095724,130.332105263158,92.1973684210526,1325.49,6957.43181818182,69.7071428571429,1031.14025,1513.63636363636,68.2961904761904,36.63,170.39529368,3319.90909090909,135.161,279.406196323,171.059812098214,8.56,9.52,7.1055,30505.6363636364,91.27,92.53,86.73,94.76,4650.50649090909,1045.69953201,877.338009591991,49.949,77.7708333333333,356.5,113.658607440835,4.50369003690037,806.267667074,306.633,10.5601298,315.245287355571,987.963709333333,389.01517525,34.434864078822905,9.896,20.0375,673,209.64,16660.7727272727,92,279.4689883333333,828.19451,1102.705075,2554.60227272727
2007M12,156.74236745439484,143.1382519815087,144.41202725476182,145.8443739310713,131.19013686802415,141.85163516592203,113.17593443485998,162.56443193645777,164.70124695088063,168.04762683871525,2382.83333333333,648.513549066035,198.934455693148,119.5,97.5,2119.87896736502,136.472307692308,91.3669230769231,1465.58,6630.73611111111,69.5868421052632,1079.6760952381,1669.04761904762,68.3984210526316,36.63,165.91525149,2616.08333333333,124.593,275.342253483,180.254316439076,8.56,10.27,7.12662631666667,26053.5555555556,89.43,91.45,85.75,91.36,4542.46774285714,925.866667362,883.447756497178,53.2768421052632,76.8541666666667,378,112.945326775714,4.67272727272727,788.328807107,310.944,10.7475225,351.22394114875,1027.0001808,423.0807406875,33.651723305301296,10.4463157894737,20.2084210526316,673,206.05,16244.7222222222,91.8,309.7403615079365,817.44706,1097.2649,2378.59722222222
2008M1,162.45527504307324,151.99020141421693,152.06237451056197,153.4808887315732,138.96817053575077,151.91730070610913,115.25174438670479,178.40126438131264,168.5777061632678,170.2541609252767,2456.125,679.798222435743,205.608193018944,121.325,98.3035714285714,2216.38088930236,139.0535,100.7445,1491.61,7078.90909090909,73.2477272727273,1114.49345652174,1700,65.4680952380952,60.8,161.18074647,2621.78409090909,137.752,287.077000637,206.527724154135,10.27,10.5,7.98285714166667,27774.7727272727,90.82,91.92,87.17,92.98,4559.19981304348,1029.64823806,987.020215570752,49.7613636363637,77.25,393.478260869565,119.916640793707,4.81,812.615749217,322.864,10.912869,376.329081234,1143.0534772381,461.71521025,32.753066496308165,11.6595238095238,20.2642857142857,673,229.7,16310.9318181818,87.5555555555555,317.56912079710133,840.863225,1157.3720375,2364.40909090909
2008M2,171.3820910103744,163.03239023964062,166.55144162443128,167.34446786670037,159.23107273433502,159.47786160208761,116.07486505403465,190.82835779966697,176.2669556234712,175.33751604713686,2784.89285714286,790.581425940542,216.538316483655,127.7,141.428571428571,2522.82898148534,158.2095,117.225,1479.24,7941.14285714286,75.0547619047619,1140.38523809524,1700,65.3461111111111,60.8,173.37580157,3089.60714285714,130.775,288.397141224,219.954357236842,10.27,10.75,8.544745,28064.9523809524,93.75,94.82,89.96,95.38,4592.29726190476,1049.03404216,1109.4976702408,57.8561904761905,79.1458333333333,481.142857142857,127.634121531301,4.73654916512059,855.837762877,311.942,11.0451462,396.7108173559,1307.7475147,508.2158935875,32.653790010674555,13.6075,20.212,673,264.67,17269.8095238095,76,380.99682936507935,843.769777777778,1154.25287777778,2458.47619047619
