Country Name,"GDP (2000, billions of $)","GDP (2001, billions of $)","GDP (2002, billions of $)","GDP (2003, billions of $)","GDP (2004, billions of $)","GDP (2005, billions of $)","GDP (2006, billions of $)","GDP (2007, billions of $)","GDP (2008, billions of $)","GDP (2009, billions of $)","GDP (2010, billions of $)","GDP (2011, billions of $)","GDP (2012, billions of $)","GDP (2013, billions of $)","GDP (2014, billions of $)","GDP (2015, billions of $)"
Belize,1.72147977142345,1.8078233953549898,1.90035791046917,2.07764702618111,2.17421787366041,2.23026940196822,2.33245143313959,2.3582386926107803,2.43438860927347,2.45175190375782,2.53324497732671,2.58654320539028,2.6854719851572,2.72644356720319,2.8241406237206204,
Bermuda,3.1621542648163,3.39053883308688,3.34043377656587,3.45436615862813,3.5345512022428003,3.5937269111670203,3.7929583129440103,3.9009017386118496,3.96050337869618,3.75122336415495,3.6726684879902503,3.55001992912843,3.37839278957695,3.29355612934525,,
Bolivia,36.7960587366003,37.415630452457904,38.3456205435803,39.3853006291259,41.0289656430596,42.843033921617895,44.898218039119,46.947545075714004,49.8341135678222,51.5070453876761,53.632598252090894,56.4236883922173,59.3138646855243,63.344841872594806,66.8038311473381,
Brazil,1987.8700417606499,2020.8253084661899,2082.52435703646,2106.27177891364,2227.61158386175,2298.94085459806,2389.99045379159,2535.11745437905,2664.25043085284,2660.88954794926,2861.2225304322997,2973.10363756373,3030.0522074145097,3121.41253912501,3124.63918558125,
Barbados,3.8957870867566102,3.8020068559821296,3.83326693290696,3.9153246348346293,3.9700297694530797,4.130237663692821,4.364688240629021,4.43893092332549,4.45846847140351,4.27872302908575,4.29044555793256,4.3217056348573895,4.3334281637042,4.3334281637042,4.3412431829354,
Brunei Darussalam,24.710870925094,25.388947309315398,26.3720320397007,27.1378640178508,27.274725255217497,27.3804166999815,28.5845308048808,28.628717190005002,28.0734018093891,27.5780366053473,28.294780375768298,29.2652399811196,29.542778248765,29.0252004294985,28.3460107394483,
Bhutan,2.02918941206141,2.19565952264461,2.4312063766114695,2.6175421545688,2.7718831246013,2.9693121535785196,3.1726912086393497,3.7414222807399202,3.91982654816105,4.18077817388848,4.671219172596071,5.0398210552725295,5.29542615438932,5.4088804772454795,5.704141381140371,
Botswana,17.9932396857304,18.0383260421596,19.133167809295898,20.018248022514598,20.559906128801398,21.496748198570202,23.294708501917004,25.223544724012502,26.7980279594668,24.7473597318464,26.866632486568502,28.4916114165336,29.868195815027402,32.6525692182356,34.0961526123727,
Central African Republic,3.08629804655476,3.22409454622492,3.3406935391195898,3.16038063308807,3.3498451905422,3.3802646692290303,3.5032830194697397,3.6646989560364704,3.7399765107050795,3.8039009733925293,3.91979278302502,4.049174939833639,4.21570763381583,2.69606817901855,2.72330734117344,
Canada,1148.13929732383,1167.5241848809799,1200.2366721799199,1223.34503836059,1261.74324880314,1301.65382328557,1335.7803448621,1362.60696864573,1378.6234089777,1341.24243308327,1386.4993625394,1427.54116447725,1454.9908335481398,1484.14169469432,1520.34445369825,
Central Europe and the Baltics,1545.6045187981101,1594.0784856526102,1647.27914817495,1721.35783269123,1819.78242293633,1908.33062370199,2034.23299260496,2165.73191870968,2249.94669636744,2166.2806248005,2206.7094199528997,2275.13127190869,2288.98278640571,2321.4476653524102,2386.2299267299,
Switzerland,352.62560334650107,357.726666993762,358.23962691173904,358.41770119975297,368.607331346186,379.80674760747604,395.04757773273207,411.403923673134,420.772578734791,411.811728009252,423.97589188578706,431.626765441923,436.48096655815897,444.201575288995,452.59466163822,
Channel Islands,,,,,,,,,,,,,,,,
Chile,225.855178776132,233.417217583159,238.475155423953,247.91101751465303,262.887537118716,277.50264495431395,289.726560679454,304.678843192623,314.71025668645694,311.448499574819,329.368339623658,348.602266857007,367.625947894868,383.16252123808795,390.41980723113596,
China,4644.21079569286,5029.604795934941,5486.84159554846,6036.621662208099,6644.85010806946,7399.19950184204,8338.02659056456,9521.60626932959,10437.9063833769,11401.695802506,12613.890833917301,13810.2560923133,14880.5920378471,16023.988452379199,17188.6857922659,
Cote d'Ivoire,49.1854168816862,49.245114164117105,48.423881889444,47.7655418101744,48.3539047810575,49.1861950940965,49.9317802763926,50.8130945650273,52.1051910089121,53.799367179674,54.8848439741714,52.476906028695296,58.0953481257959,63.4509135270906,68.87372545357981,
Cameroon,38.2880536206337,40.016480154957904,41.6207586802332,43.2984886805562,44.9013355390081,45.932653146749,47.4135232550789,48.9571484965673,50.3690952939879,51.342150958969,53.0203455981617,55.215701705029005,57.7494059779266,60.9612478344815,64.57439963233409,
"Congo, Rep.",14.4517367885294,15.0012788062564,15.688617908716001,15.8162078019869,16.3660790839546,17.6353927318501,18.7351352957855,18.43870372281,19.4661570042768,20.9200605285036,22.7509122189399,23.5291347613866,24.4232409067126,25.2635726386131,26.976427946194697,
Colombia,335.685091122417,341.317545585573,349.86407025235496,363.572695817874,382.96210791707796,400.986433731574,427.842561312074,457.36638341959997,473.588276652646,481.4098202614871,500.530458895309,533.512971123156,555.08793587508,582.488683372277,609.006486459072,
Comoros,0.775434466044177,0.7935248594622929,0.811972560811212,0.829057291320615,0.8449718948119019,0.8689471929607969,0.8919473550635509,0.899084296790843,0.902683033231519,0.920285352179201,0.9405316297590329,0.964985452962115,0.993935016280133,1.0287227417892302,1.04993129586049,
Cabo Verde,1.6686310297767197,1.7058691091218199,1.79544244084322,1.87042477278655,2.0611533449669897,2.20362970400853,2.37956200035354,2.7405579264451196,2.92281929377701,2.8856876900682003,2.92801820954597,3.04422492225246,3.0771609491055605,3.1093247899919803,3.19638112071502,
Costa Rica,37.582758107781,37.9872975318899,39.0897592173349,41.593267061543,43.3649126290277,45.91753500771691,49.948929718574995,53.9125473752105,55.3852335291106,54.8226752656621,57.5387663196766,60.138221906155295,63.2459143046615,65.4198496546563,67.71108321871431,
Caribbean small states,71.70154512860249,73.3661457736535,76.4106207771418,81.7091295358886,85.49971620269,88.7177216159978,95.3137692784359,98.6158403093502,100.28625926584,96.7742787828515,96.9210594761436,98.0832358575892,99.2768649641958,100.736659575297,101.912681856404,
Cuba,125.506100920194,129.49999394878,131.350018961032,136.329977078057,144.197414879447,160.349995559779,179.697514786155,192.74739455691,200.682473379818,203.59059664994396,208.45301787553197,214.295881623133,220.75559624627104,226.685163421363,,
Curacao,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,2.8234634517406203,,,,
Cyprus,20.823975524216,21.5686526935592,22.263294068699402,22.8840385030929,23.8862218561088,24.808972752569698,25.9295516360401,27.1983465727402,28.1831212520322,27.6075660803073,27.9914890574268,28.064626089047902,27.395416339310902,25.927913609702703,25.3431719809929,
Czech Republic,215.38926537053896,221.96191464467302,225.617515599522,233.74390326588602,245.308280633583,261.111683514664,279.06714402505395,294.497509682021,302.481206327942,287.83571575680605,294.44180358427,300.232333288103,297.52932149948197,295.95785843978604,301.812360787961,
Germany,3040.12723313716,3091.6717224760096,3091.6717224760096,3069.72375410386,3105.63861378357,3127.58659504477,3243.3122898156203,3349.0616318112097,3385.30904173905,3195.09325140185,3325.4509250874703,3447.16243410129,3461.12932540885,3471.43821554319,3526.97325630339,
Djibouti,1.5293599731373901,1.56067766241147,1.6015449791486,1.65279376769241,1.71603752619809,1.7704290716895896,1.85540727143429,1.9500341812628699,2.06313543482544,2.16696534695801,2.2425256406271,2.3427107993719503,2.45615374856462,2.57895915802198,2.7337017190392103,
Dominica,0.569003231976342,0.5716952035301349,0.561672470444986,0.604849429886999,0.62450790877062,0.623956828150133,0.6422368133498431,0.6830621136291981,0.731199407988436,0.722668748228571,0.7275434109484941,0.7275434109484941,0.718403418348639,0.722668748228571,0.750698058868128,
Denmark,222.62305759246803,224.45559281536998,225.502225322184,226.38188997217,232.355997237048,238.01858147119898,247.055534370245,249.092303508567,247.30393055438898,234.721264692575,238.53579723102803,241.284069587679,239.70311341513502,238.53765390298602,241.133944397903,
Dominican Republic,68.9172146846407,70.1640852552718,74.2253279714101,74.0372715638564,75.0086096339314,81.9564696786758,90.7021714600386,98.388840159005,101.481901399199,102.431550050726,110.935573851702,114.06493824919698,117.06428288158699,122.657312189114,131.661436283759,
Algeria,315.046473636546,329.578067036626,348.03443872773806,373.092918380073,389.135913882155,412.09493280894395,419.10054665982796,433.349965239519,442.01696454430896,449.089146043801,465.257114560269,478.284398685069,494.067742631901,507.901639425594,527.201901773718,
East Asia & Pacific (developing only),7489.488556203731,7970.651208191,8576.49324548939,9302.15272678908,10107.6236619849,11052.9807599833,12198.516309115801,13630.446728577599,14745.339157782199,15815.279925476802,17332.1857413666,18759.525524873603,20141.5580301394,21558.9911273752,22984.0438100218,
East Asia & Pacific (all income levels),14409.9664225196,14957.452270027401,15729.329702977,16627.0685156316,17710.267242573602,18861.3475158894,20257.140553585898,21987.105080881,23136.9096997013,23957.402679309198,25946.5957711934,27514.1600596138,29085.363405735,30699.7338017757,32257.0647395895,
Europe & Central Asia (developing only),1879.38335096504,1910.5610674166999,2026.0873174548701,2155.9014880629497,2356.6910407542796,2531.76094980038,2741.54935482956,2938.9820905291203,3056.17990581663,2927.8533559334,3100.27364492604,3289.26469564783,3364.14764084583,3495.16877426754,3569.74216290533,
Europe & Central Asia (all income levels),18928.3590884108,19393.350027702603,19810.7573902928,20306.8567070334,21087.4322897567,21774.298963973102,22769.0507412018,23761.0575637156,24136.886885230302,23007.620721874,23669.8010430016,24299.9833466773,24411.220702137198,24623.0047035735,24972.536488181602,
Ecuador,93.2952163414635,97.0416069437538,101.01718484640199,103.76775887901401,112.288151266025,118.229663496819,123.43593798153199,126.139263988069,134.158101737554,134.91809610401802,139.674361950133,150.664137576237,159.164551066427,166.41222911720902,172.52784881559802,
"Egypt, Arab Rep.",516.387052205866,534.642499871391,547.316142056546,564.794435323593,587.905367133503,614.1926899800179,656.221653643898,702.7347491987761,752.994697083,788.2758508651899,828.7863407721659,843.8424600274391,862.355337095942,880.522789265837,900.147802068274,
Euro area,10958.0609214754,11198.6128714611,11317.7716393299,11407.796201851801,11671.7368437522,11876.125875748401,12268.429780148801,12650.425347821,12712.074204033,12126.7397239695,12372.1705480183,12561.0906949378,12444.4843971465,12402.6799329314,12513.8816700196,
Eritrea,5.69701210718605,6.19581031000904,6.382021003349499,6.2125454245969705,6.302735154108479,6.46499588967665,6.40233605505114,6.4936859982479405,5.858406746506129,6.08550797544211,6.21903561604434,6.75883546549469,,,,
Spain,1233.2530199221799,1282.59632697402,1319.53205016429,1361.5930774073202,1404.7112785386998,1457.01012549343,1517.82746365866,1575.03279103872,1592.60972786505,1535.69284981205,1535.90456877625,1520.5442868770801,1480.7013354938701,1455.94442600921,1475.75648988711,
Estonia,21.371396996320097,22.7239227514264,24.1047236065785,25.8923806598338,27.522235343657,30.1020972418766,33.1941441022198,35.7660937920459,33.8277633896114,28.8468273884197,29.5572593588194,31.7986233263762,33.4466118279135,33.9709864105824,34.9583657565025,
Ethiopia,41.1361871419482,44.5510280456176,45.225853914014195,44.2483605238487,50.2540148997144,56.193419293814905,62.2818229066602,69.4169325466472,76.90599336503931,83.67568434682241,94.17743319374381,104.704865663231,113.759545218877,125.797887490473,138.728887617939,
European Union,14774.0509582482,15113.6306996149,15331.5812181094,15557.233703538099,15978.1895752093,16332.721929922302,16912.561929158303,17470.1176837896,17593.6409455828,16828.217706526,17167.6868264605,17470.659766493198,17386.083222713198,17425.610548932,17674.853558094397,
Fragile and conflict affected situations,1033.63646502102,1059.28540961187,1042.0592038808,970.2654419883779,1121.40097920967,1189.370668759,1264.5959693928,1324.63574526629,1393.4653317320801,1443.48231915377,1517.5460022759298,1411.1703685833302,1577.72209147846,1625.87926417928,1607.43174302846,
Finland,178.66511221009,183.27608726760198,186.355721344004,190.07162477270498,197.53394543563502,203.025300289667,211.25837707740698,222.21170312088898,223.813112840618,205.30592471762301,211.44937089719102,216.885348844895,213.79215307714801,211.39512413180898,210.539607436089,
Fiji,5.735389142620461,5.85009685934447,6.03729999343374,6.09767293105477,6.42084965706077,6.46579560262547,6.58557333269795,6.5295529153153,6.59698976463161,6.5055530124066605,6.697770840896689,6.493470336870789,6.59963795260112,6.95281051959559,7.435653752059759,
France,2118.13659295863,2159.5345014118,2183.68796386824,2201.58397829731,2262.92944508764,2299.31087438092,2353.91828670386,2409.50604052136,2414.21167969517,2343.20148041472,2389.2607931206003,2438.9390005874398,2443.3947722339904,2459.43531105387,2463.85162993296,
Faroe Islands,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",0.340264795877069,0.34620987970820405,0.348286791163235,0.354646025292101,0.34318648225624904,0.350601219461448,0.350028342588178,0.342818889843944,0.334043946109188,0.337257299733675,0.345791861524608,0.352882555847251,0.35487340882970203,0.34223452553416495,0.33058863351358697,
Gabon,21.5392209649019,21.999133609610197,21.9443484701301,22.4375103991284,22.592226694578,23.4734829160537,22.620306918873798,24.0876002916144,23.357699827672,23.078374547107202,25.1867206280874,26.9729007296627,28.389268494676898,29.9899729976779,31.284003482671398,
United Kingdom,1937.4633380873202,1990.89926417802,2040.5505849527601,2108.6369133807702,2161.10945989188,2225.86404179461,2285.11259285707,2344.20644046002,2333.26188524219,2235.45283357384,2269.88275614477,2314.65389101054,2341.94495944008,2392.52871927761,2462.8751223318,
Georgia,14.4419519787711,15.1359530685846,15.964470632137399,17.7298380973854,18.7683331828824,20.570025753367002,22.5001681040937,25.277588827842898,25.8625242223177,24.886013612888803,26.4421431680346,28.3459772284492,30.0983587985077,31.097603481022098,32.579852849637994,
Ghana,42.7837505395858,44.495100561169295,46.497379952622495,48.915243702690994,51.654497345063106,54.7021147302629,58.203002164102,60.7329814098618,66.289927192524,69.5021754043601,74.9926667590686,85.5261387061051,93.47366529656699,100.30895045943599,104.307130433746,
Guinea,9.96100100963036,10.325408938544902,10.858675985965599,10.994257551135401,11.2515360754872,11.5887752790239,11.8781155422056,12.086895082689301,12.683616959491399,12.6480784431445,12.8929727416549,13.3969282898999,13.9253181447225,14.245600355981,14.3025825581215,
"Gambia, The",1.9222285734565498,2.03371783524994,1.9676219993553699,2.1027976268322,2.25104485814457,2.22984731095309,2.25491301792387,2.3367894853410602,2.47079599535312,2.6301548223158604,2.80176276147413,2.68048372905378,2.83761985871151,2.9732838499082606,2.9993732427512003,
Guinea-Bissau,1.69306207637535,1.73012162754235,1.7130768581127902,1.72281587437538,1.7703897462226899,1.8459043965085897,1.88854017560305,1.94906163122628,2.0115273117739503,2.0781975278177103,2.17030369264282,2.36625293840129,2.3134069965134803,2.32101094368727,2.37997126661217,
Equatorial Guinea,6.19304882702094,10.118195458641301,12.087483047940399,13.7743215645307,19.0083883921036,22.192046453797403,23.901925348114602,26.830430092162104,29.488889884301003,28.1516516045443,27.0748447703977,27.5998487716638,29.189737703676702,27.2886325498404,27.205649307204602,
Greece,274.146420134811,284.682779795984,295.850520404463,312.993671305313,328.83425773830203,330.804442069218,349.502943900518,360.944785541951,359.734997673765,344.263753518165,325.401414714354,295.684149541039,274.097746136091,265.331443378858,267.066665005273,
Grenada,0.980774669148744,0.9609247702204651,0.9939548634484461,1.088022487639,1.0809780826037099,1.22445699390488,1.1752618777091,1.24754733784391,1.2593871976935802,1.17609246300364,1.17007949108584,1.1790285461798802,1.16540728471523,1.1928211830567699,1.26063093475885,
Greenland,,,,,,,,,,,,,,,,
Guatemala,70.7283247714438,72.3781169255691,75.1767067287935,77.0792715638313,79.50887332399671,82.1009505305786,86.51779849839329,91.9719295094131,94.9896019928872,95.4892881770591,98.2293413572951,102.317694817075,105.35638424790801,109.252026792988,113.89499050279599,
Guam,,,,,,,,,,,,,,,,
Guyana,3.39942115656314,3.47590810868142,3.51243992961057,3.4771309428322,3.59166502097419,3.5213793275086296,3.7020123309139206,3.9619052005389,4.0402180831173204,4.17429773696178,4.35675084012414,4.5936328753428795,4.814883315585529,5.06629850937664,,
High income,41063.130147577795,41740.2052951472,42414.4627149421,43503.7303982873,45208.120649875,46682.6539897388,48414.931077695604,50049.9897339921,50537.7457281875,48814.668524760295,50400.9533697389,51593.7468001547,52423.9391804864,53232.724956945,54165.2574763873,
"Hong Kong SAR, China",226.722074961702,227.99353862860397,231.77060512243202,238.85427572105104,259.634825127871,278.817017628469,298.425056712206,317.717486709866,324.478083321032,316.498798159667,337.918204242374,354.18786998988395,360.21013577427004,371.276418058089,380.562928972017,
Honduras,21.7161450481263,22.3075176492782,23.1450172302788,24.197429970801497,25.705487115282903,27.260823118732603,29.051107767158502,30.8488853613642,32.1542868282783,31.3724142251852,32.5429630293315,33.7912104234101,35.1863439882885,36.1685918071898,37.2844706129167,
Heavily indebted poor countries (HIPC),675.1483552613361,704.8556204405359,729.120570554405,761.884538118698,803.746346542624,854.108415278549,906.878323538634,968.000383640251,1026.92604832504,1072.75661560696,1134.63198926906,1191.2249786058799,1257.52922971751,1329.2136660317801,1404.5365317879,
Croatia,69.2403143200144,71.6183066976962,75.37574291698449,79.56505663558,82.81354727169459,86.2617716215677,90.3895016651843,95.0445655019797,96.9961778195567,89.83419053118449,88.3058865775391,88.05751509012809,86.13131931671221,85.2149500400925,84.9078061575266,
Haiti,14.8714784753481,14.7164139688314,14.677930806630199,14.7311281190848,14.2138691447919,14.4685371299471,14.7945121509456,15.289133971002501,15.4181657501478,15.893545989103998,15.019751835594,15.8494035383438,16.3066740539112,16.9993709735332,17.4668282085068,
Hungary,181.408588976505,188.39126245105103,196.832771018142,204.398833023659,214.49146358491396,223.831759437482,232.351601944932,233.341001466948,235.29953932821,219.866058868454,221.500098880768,225.39296682429602,221.586316045469,225.77378338769898,234.064693460555,
Indonesia,1228.1632644512,1272.9109809085,1330.185297242,1393.77306445243,1463.8920304046399,1547.22512804658,1632.33723634896,1735.9093968095501,1840.30184269979,1925.4870443687,2045.326550277,2171.51878477208,2302.46246743447,2430.92171055257,2553.0673818843197,
Isle of Man,,,,,,,,,,,,,,,,
India,2656.18763904329,2784.32123466467,2890.2361272952403,3117.41971243641,3364.41090021785,3676.79078351874,4017.4071704622797,4411.167723432321,4582.80436550574,4971.41639698702,5481.48187934818,5845.36202080747,6142.3892942948705,6566.16607502086,7044.59356336393,
Not classified,,,,,,,,,,,,,,,,
Ireland,151.586605958971,160.42941487105801,169.953596117629,176.48354671620604,184.25788003146698,195.92900550959197,208.29159483482198,219.83667892681,215.08290825227,202.95574536893102,203.764755042222,209.03835867496102,209.354252329409,212.35702550599302,223.39825063724302,
"Iran, Islamic Rep.",783.923368746807,802.676169657573,867.5230070734641,942.470908318908,983.3427235573349,1024.72857393083,1083.18167325941,1181.92632746403,1192.8437312168899,1220.45461173514,1300.7284803508799,1349.5017724227,1260.31742078605,1236.2255073348101,1289.9190263441599,
Iraq,286.951665491182,293.566810971545,273.310171938368,182.842214621587,281.86548911967,294.269310291932,324.161774139969,328.627420735618,355.667236886308,367.68629660158297,391.22765016662,420.75153211454705,479.38927559269,510.89550723637,500.073370882125,
Iceland,9.46948803005379,9.82579015832064,9.87033619156524,10.1409635429492,10.9745839735191,11.6287084707998,12.1178550067568,13.2681921145042,13.4643997005426,12.8341080474291,12.3735344686322,12.6195352822758,12.7688157543505,13.2662850459254,13.508615028514098,
Israel,164.375708848975,164.77280709280302,164.660308824896,166.598581734343,175.118519363461,182.80607301948604,193.41213105234198,205.27811808104897,211.55841129403302,214.24237226369002,226.062173076903,237.433528959788,244.271411064853,252.213117917871,258.655707943959,
Italy,2054.06006885762,2090.4745442018,2095.7170020511103,2098.91609745998,2132.1476034370903,2152.3948232791,2195.58057904493,2227.9460969367997,2204.55666803539,2083.71653619256,2119.36021324197,2131.79703018336,2071.72429887071,2035.52271945762,2026.48747731699,
Jamaica,21.0623528613563,21.3456266718557,21.771960940328,22.570190174578702,22.868957446987302,23.0733597166206,23.7422853371669,24.0822639504457,23.908315580817,22.8503222768443,22.5100937320899,22.8979901667864,22.759799512659,22.8845028459585,23.041891178522302,
Jordan,36.9121360426717,38.8579115444942,41.1087115819824,42.8203762710044,46.486972642023595,50.2820669192022,54.3515611097715,58.7951920303421,63.0475004847869,66.5003479486717,68.0543482299299,69.7970899674539,71.64755275430831,73.6746130326082,75.95582238109489,
Japan,4083.47025714899,4097.9854305502,4109.85108388199,4179.10666624356,4277.76409578787,4333.49173260923,4406.85359810394,4503.46003596831,4456.550373437,4210.23788209186,4406.09941793481,4386.15191143478,4463.07140903728,4535.07712615534,4530.337970558509,
Kazakhstan,144.461056529921,163.963299159201,180.031702479278,196.774650810168,215.66501728722102,236.58452396241398,261.899068026393,285.208085080726,294.619951888992,298.15539130997604,319.920734875605,343.914789991274,361.11052949084,382.77716126029,399.619356355743,
Kenya,67.055109891187,69.5897303460583,69.97028841835319,72.0221500158219,75.6983764575261,80.1696267841254,85.3586013069567,91.20628841848689,91.4181448894453,94.4412879212466,102.37650659491901,108.633362952274,113.58151751370099,120.04116114377199,126.437023576017,
Kyrgyz Republic,10.1617566876275,10.7025231409133,10.700665927589199,11.4529544204463,12.2577374575072,12.2362192241571,12.615896710324,13.693656983311001,14.8441454535681,15.2725912371255,15.2005707600957,16.1059584613669,16.0917610279377,17.8482522755774,18.4913312561549,
Cambodia,16.721156785584,18.0653089837304,19.2734953233548,20.9128793286811,23.0753816232818,26.1328894309912,28.9476857297313,31.903988921579,34.0388690577897,34.0683797222329,36.0999039744308,38.652011936303005,41.4586592694694,44.5597684971978,47.710823823112506,
Kiribati,0.1493809646313,0.150431488440661,0.151300387959689,0.15739817279923998,0.162391615098001,0.162108927475562,0.15480116829937,0.166436711178955,0.171020774555824,0.16988344993531598,0.169033492826936,0.17366502365637,0.17854503434313101,0.183852809232707,0.190655363174317,
St. Kitts and Nevis,0.869277263193694,0.9125512517815869,0.929329309318059,0.905642457726801,0.9473485995378259,1.03506073613382,1.09597627213556,1.1270184953720401,1.17354952415597,1.1078503713608001,1.07209991884598,1.09027325550498,1.0769098063095601,1.13958716057223,1.2181627498113101,
"Korea, Rep.",975.736820161216,1019.89202872814,1095.69482669476,1127.83382463112,1183.09600727877,1229.51699671592,1293.15844379478,1363.8089409356699,1402.3940206636998,1412.3162175588798,1504.071368119,1559.44683386666,1595.1953190347901,1641.39568577139,1695.72830510099,
Kosovo,7.880084840468009,10.0056524507363,9.93551800108941,10.529676443222,10.804724939121401,11.4565988183739,11.9724931012867,12.844818884128099,13.184541049900298,13.6251243138555,14.0760579999643,14.7263125247371,15.139894776002501,15.6607775128179,15.8516093890175,
