"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"SYR","Middle East & North Africa","Lower middle income","April 2013 database update: Based on data from the Central Bureau of Statistics, national accounts data were revised for 2003 onward.","Syrian Arab Republic",
